"human_ensembl","rank","human_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","subtype"
"ENSG00000158125","Rank 1","XDH",1.92863248842531,0.302611129361011,0.625466225897405,0.483816898229527,0.628515821371108,NA,"XDH","EN-L2-3"
"ENSG00000160883","Rank 1","HK3",2.03546545925215,-1.04478708928499,0.692371931408003,-1.50899688720818,0.131299578263727,NA,"HK3","EN-L5-6"
"ENSG00000160883","Rank 1","HK3",4.36345460176334,-0.388007049423651,0.507892284982872,-0.76395539151916,0.444893826390244,NA,"HK3","EN-L2-3"
"ENSG00000162511","Rank 2","LAPTM5",2.44566952192331,1.77541748114217,0.724294970102138,2.45123541433928,0.0142366808820602,NA,"LAPTM5","EN-L5-6"
"ENSG00000163932","Rank 1","PRKCD",10.2263513521719,0.0480457738898199,0.316297604232961,0.151900530534632,0.879265389844203,0.974773775934766,"PRKCD","EN-L5-6"
"ENSG00000163932","Rank 1","PRKCD",27.1468654179751,-0.0837392697970129,0.307730359147561,-0.272118974640583,0.785530540217571,0.922630728541282,"PRKCD","EN-L2-3"
"ENSG00000163932","Rank 1","PRKCD",4.15348175151505,0.862456295704059,0.443640939545192,1.9440412703756,0.0518904745067335,NA,"PRKCD","IN-VIP"
"ENSG00000163932","Rank 1","PRKCD",2.97341638479147,-0.12256982978069,0.816376724028562,-0.150138809906102,0.880655101122229,NA,"PRKCD","EN-PYR"
"ENSG00000163932","Rank 1","PRKCD",3.09437489035457,-0.344076394954419,0.562902168563553,-0.611254342530698,0.541031212268629,0.956129866176315,"PRKCD","IN-SV2C"
"ENSG00000163932","Rank 1","PRKCD",7.21872471470546,0.454761583694483,0.389851383999199,1.16649985702094,0.243412406364713,NA,"PRKCD","EN-L4"
"ENSG00000197746","Rank 2","PSAP",163.160514333885,0.370610130716737,0.21095961020653,1.75678240187261,0.0789549057969646,0.482969957150396,"PSAP","IN-VIP"
"ENSG00000197746","Rank 2","PSAP",66.5548134545699,0.57039065676592,0.317292939281035,1.79767837903481,0.0722279896126446,0.841077979051652,"PSAP","IN-SV2C"
"ENSG00000197746","Rank 2","PSAP",391.791473158861,0.348675018908814,0.335386121131673,1.03962268245419,0.298515234528415,0.640755664826682,"PSAP","EN-L4"
"ENSG00000197746","Rank 2","PSAP",118.786686838167,0.29394342263645,0.320618231939199,0.916801957451356,0.359246426719675,0.942686561028488,"PSAP","IN-PVALB"
"ENSG00000197746","Rank 2","PSAP",309.10127398871,0.449486468900677,0.318145619618177,1.41283249299528,0.157704981897109,0.649524846859143,"PSAP","EN-L5-6"
"ENSG00000197746","Rank 2","PSAP",65.4500457069469,0.497824695323998,0.283467919392176,1.75619412733354,0.0790552671203389,0.611864775457461,"PSAP","EN-MIX"
"ENSG00000197746","Rank 2","PSAP",44.3821440655713,0.215525291630017,0.265428855631954,0.811988926813845,0.41679798538608,0.978607704005566,"PSAP","IN-SST"
"ENSG00000197746","Rank 2","PSAP",363.892977476113,-0.198171732661663,0.140472179942191,-1.41075430553735,0.158317072247704,0.619632020924691,"PSAP","EN-PYR"
"ENSG00000197746","Rank 2","PSAP",678.976864757813,0.574154612583791,0.285685274126711,2.00974521469081,0.0444581618482577,0.295245568488868,"PSAP","EN-L2-3"
"ENSG00000197746","Rank 1","PSAP",163.160514333885,0.370610130716737,0.21095961020653,1.75678240187261,0.0789549057969646,0.482969957150396,"PSAP","IN-VIP"
"ENSG00000197746","Rank 1","PSAP",66.5548134545699,0.57039065676592,0.317292939281035,1.79767837903481,0.0722279896126446,0.841077979051652,"PSAP","IN-SV2C"
"ENSG00000197746","Rank 1","PSAP",391.791473158861,0.348675018908814,0.335386121131673,1.03962268245419,0.298515234528415,0.640755664826682,"PSAP","EN-L4"
"ENSG00000197746","Rank 1","PSAP",118.786686838167,0.29394342263645,0.320618231939199,0.916801957451356,0.359246426719675,0.942686561028488,"PSAP","IN-PVALB"
"ENSG00000197746","Rank 1","PSAP",309.10127398871,0.449486468900677,0.318145619618177,1.41283249299528,0.157704981897109,0.649524846859143,"PSAP","EN-L5-6"
"ENSG00000197746","Rank 1","PSAP",65.4500457069469,0.497824695323998,0.283467919392176,1.75619412733354,0.0790552671203389,0.611864775457461,"PSAP","EN-MIX"
"ENSG00000197746","Rank 1","PSAP",44.3821440655713,0.215525291630017,0.265428855631954,0.811988926813845,0.41679798538608,0.978607704005566,"PSAP","IN-SST"
"ENSG00000197746","Rank 1","PSAP",363.892977476113,-0.198171732661663,0.140472179942191,-1.41075430553735,0.158317072247704,0.619632020924691,"PSAP","EN-PYR"
"ENSG00000197746","Rank 1","PSAP",678.976864757813,0.574154612583791,0.285685274126711,2.00974521469081,0.0444581618482577,0.295245568488868,"PSAP","EN-L2-3"
"ENSG00000260314","Rank 2","MRC1",4.53824565892017,-0.342685110855473,0.450526698334176,-0.760632193658116,0.446876785188776,NA,"MRC1","EN-L4"
"ENSG00000260314","Rank 2","MRC1",9.85202360639123,-0.120640338597725,0.278834448196047,-0.432659376838916,0.665262246081136,NA,"MRC1","EN-L2-3"
"ENSG00000260314","Rank 2","MRC1",4.3977418631292,-0.0944294837894497,0.435225060111259,-0.216967018777159,0.828234047898275,0.964317486599053,"MRC1","EN-L5-6"
