"gene_list","label","n_tfs","n_targets","pct_outdeg","NES","targets"
"GO_metabolism","Tfeb",1,13,12.5,-0.365153473910893,"Cadm1; Il1b; P2ry6; Osm; Cndp2; Elf4; Fgr; Ccl2; Atf3; Rest; Tmbim6; Runx1; Prkcd"
"GO_metabolism","Stat3",1,16,15.3846153846154,0.588343070057683,"Fgr; Junb; Cd14; Runx1; Ltf; Atf3; Osm; Elf4; Calr; Laptm5; Ccl2; Ptger4; Nfkbiz; Hp; Ctsz; Prkcd"
"GO_metabolism","Jun",1,31,29.8076923076923,0.0191172274565336,"Osm; Atf3; Nub1; Elf4; Cd84; Ncf1; Tmbim6; H2-M3; Capn3; B2m; Prkcd; Ptger4; Rac2; Plau; Il1b; Nmi; Cybb; Psmb10; Srgn; Rest; Stat1; Runx1; Psmb8; Lrp5; Fcer1g; Siglec1; Tlr2; Wdfy4; Cadm1; Erp29; Ctsc"
"GO_metabolism","Cebpb",1,38,36.5384615384615,0.723139218966506,"E2f8; Tmbim6; Nfkbiz; Il1b; Atf3; Fcer1g; Siglec1; Osm; Tspo; B2m; Plcb2; Ctsd; C3; Hp; Runx1; P2ry6; Ncf2; Fgr; Ptger4; Ltf; Ucp2; S100a8; Trem2; Capn3; Grn; Nfkbia; Nmnat2; Cadm1; Elf4; Prkcd; Cmklr1; Fgfr4; Srgn; Naglu; Serpine2; Cd14; Calr; Il10ra"
"GO_metabolism","Cebpd",1,38,36.5384615384615,0.728000598349604,"E2f8; Tmbim6; Nfkbiz; Il1b; Atf3; Fcer1g; Siglec1; Osm; Tspo; B2m; Plcb2; Ctsd; C3; Hp; Runx1; P2ry6; Ncf2; Fgr; Ptger4; Ltf; Ucp2; S100a8; Trem2; Capn3; Grn; Nfkbia; Nmnat2; Cadm1; Elf4; Prkcd; Cmklr1; Fgfr4; Srgn; Naglu; Serpine2; Cd14; Calr; Il10ra"
"GO_metabolism","Gata1",1,38,36.5384615384615,-0.00148794309311256,"Plau; Pik3cg; Junb; Aif1; Cybb; Laptm5; Ncf2; Ptpn6; Elf4; Nfkbiz; Psap; Il1b; Prkcd; Grn; Calr; Dusp2; Wdfy4; Osm; Rest; Plbd1; Fgr; Siglec1; Ctsz; Capn3; Cd74; Runx1; Ccl2; Il10ra; Plcb2; Tmbim6; Lgals9; Prex1; Ucp2; Fcer1g; Cadm1; Lyl1; Cebpa; Atf3"
"GO_metabolism","Smad3",1,23,22.1153846153846,-0.434094612351885,"Cadm1; Hspbp1; Vav1; Nub1; Junb; E2f8; Plaur; Psmb10; Elf4; Tmem119; Prkcd; Atf3; Mov10; Cndp2; Plau; Ptpn6; Ptger4; Fgr; C3; Il1b; Wdfy4; Stat1; Psap"
"GO_metabolism","Runx2",1,4,3.84615384615385,NA,"Pik3cg; Junb; Runx1; Prkcd"
"GO_metabolism","Nr3c1",1,4,3.84615384615385,NA,"Pik3cg; Junb; Runx1; Prkcd"
"GO_metabolism","Runx3",1,4,3.84615384615385,NA,"Pik3cg; Junb; Runx1; Prkcd"
"LLM_cell_death","Stat1",1,26,54.1666666666667,0.924617629292239,"Tlr7; Atf3; Cybb; Rac2; Il1b; Junb; Stat1; Oas1a; Tlr2; C1qb; Ncf1; Grn; Lgmn; Ucp2; Prkcd; Nfkbia; Kcnk6; Bcl2a1b; Socs3; Tmbim6; Pgd; Ctsd; Pik3cg; S100a8; C1qa; C1qc"
"LLM_cell_death","Rela",1,31,64.5833333333333,0.570891125008614,"Nfkbia; Il1b; Bcl2a1b; Junb; Rac2; Stat1; Prkcd; Kcnk6; Tlr2; Socs3; Calr; Atf3; Ncf2; Lcn2; Tnf; Tlr7; Nmnat2; Ncf1; C3; Lgmn; Tspo; Cybb; S100a8; C1qb; Trem2; C1qc; Tyrobp; Pik3cg; Tmbim6; C1qa; Pdia6"
"LLM_cell_death","Nfatc3",1,29,60.4166666666667,0.954798614738661,"Nfkbia; Il1b; Bcl2a1b; Junb; Rac2; Stat1; Prkcd; Kcnk6; Tlr2; Socs3; Calr; Atf3; Ncf2; Lcn2; Tnf; Tlr7; Nmnat2; Ncf1; C3; C1qc; Pik3cg; Grn; C1qb; Lgals9; Ucp2; Cybb; S100a8; Tmbim6; Tyrobp"
"LLM_cell_death","Stat6",1,25,52.0833333333333,0.60394183500436,"Nfkbia; Rac2; Il1b; Junb; Kcnk6; Bcl2a1b; Tnf; Prkcd; Socs3; Stat1; Tlr7; Atf3; Lgmn; Tspo; Cybb; S100a8; C3; C1qb; Ncf2; Nmnat2; Trem2; Tlr2; Tmbim6; Calr; C1qa"
"LLM_cell_death","Ehf",1,23,47.9166666666667,0.796434494490874,"Bcl2a1b; Pik3cg; C1qc; Junb; Cybb; Ncf2; C1qb; Il1b; Prkcd; Grn; Calr; Trem2; Socs3; Atf3; Tnf; Tmbim6; Rac2; Ctsd; Ucp2; S100a8; C1qa; Tlr2; Nfkbia"
"LLM_cell_death","Ets1",1,24,50,0.842169119955282,"Bcl2a1b; Pik3cg; C1qc; Junb; Cybb; Ncf2; C1qb; Il1b; Prkcd; Grn; Calr; Rps6ka1; Ncf1; Rac2; Atf3; Tnf; Ucp2; Ctsd; Tmbim6; S100a8; C1qa; Tlr2; Nfkbia; Socs3"
"LLM_cell_death","Gata1",1,26,54.1666666666667,0.282657665469392,"Bcl2a1b; Pik3cg; C1qc; Junb; Cybb; Ncf2; C1qb; Il1b; Prkcd; Grn; Calr; Rps6ka1; Ncf1; Rac2; Atf3; Tnf; Lcn2; Tmbim6; Ctsd; Ucp2; S100a8; C1qa; Tlr2; Nfkbia; Socs3; Tspo"
