"ensembl_id","baseMean_MN","log2FoldChange_MN","lfcSE_MN","stat_MN","pvalue_MN","padj_MN","baseMean_RGC","log2FoldChange_RGC","lfcSE_RGC","stat_RGC","pvalue_RGC","padj_RGC","symbol","is_sig_RGC","is_sig_MN","Specificity","EAE_Combined_Score"
"ENSMUSG00000027398",24.057294502576,7.98470063668762,1.61538878532871,4.94289715838458,7.69700914180941e-07,3.06910331643545e-05,15.213788354226,2.79320232212688,0.97128158547407,2.87579046478427,0.00403017148823901,0.367057331401216,"Il1b",TRUE,TRUE,"Both",5.38895147940725
"ENSMUSG00000027995",34.0768697472671,5.33525469589506,1.13370904763392,4.70601756864326,2.52602758713875e-06,8.81626031252215e-05,19.7557029418307,1.80638423496653,0.607136301508262,2.97525321822969,0.00292746788844248,0.317495448295884,"Tlr2",TRUE,TRUE,"Both",3.57081946543079
"ENSMUSG00000028270",611.282422099951,9.93648298821569,0.611813316074094,16.241037465442,2.58514876553848e-59,9.40606378341176e-56,8.93216037459154,1.48852712272606,0.724717643826583,2.05394078011746,0.0399814237347057,0.696855418224102,"Gbp2",TRUE,TRUE,"Both",5.71250505547087
"ENSMUSG00000028961",342.628380142701,1.91252335836696,0.542654442635867,3.52438533273062,0.00042446648656129,0.00615307295359868,280.035143360651,0.309341104987931,0.128552000937515,2.4063499808011,0.0161128202916328,0.586742370171271,"Pgd",FALSE,TRUE,"MN_Only",1.91252335836696
"ENSMUSG00000030579",81.5695111481401,4.61046121674227,1.43571428555149,3.21126651948809,0.00132151308945738,0.0148306725012994,58.8285846282231,1.39045672410458,0.632787231889648,2.1973526867038,0.0279952675466456,0.679706605328576,"Tyrobp",TRUE,TRUE,"Both",3.00045897042342
"ENSMUSG00000033220",142.979281431293,6.82601986582868,1.01206542328582,6.74464289439612,1.53403850147178e-11,1.47856929472982e-09,21.1963732009806,1.11768841211778,0.49792479064657,2.2446932410544,0.0247878322508663,0.652203604541191,"Rac2",TRUE,TRUE,"Both",3.97185413897323
"ENSMUSG00000033685",627.372220605477,2.72795778056558,0.842062922550538,3.23961275043773,0.00119692134204419,0.0137707456222222,66.3665695673516,1.2007159451454,0.39789345714408,3.01768205429579,0.00254715992417225,0.299119700803833,"Ucp2",TRUE,TRUE,"Both",1.96433686285549
"ENSMUSG00000034708",902.444991283017,4.49456995608518,0.598250658894141,7.51285416783884,5.78519623078115e-14,7.51765588774901e-12,410.801947978124,0.655455153847161,0.199204840435497,3.29035756568073,0.00100060144707101,0.206062861407563,"Grn",TRUE,TRUE,"Both",2.57501255496617
"ENSMUSG00000036887",267.513359379505,5.96567161062883,1.22849080667267,4.85609788711947,1.19721535159419e-06,4.45633560795445e-05,275.720913429852,1.68463412560161,0.767665930919705,2.19448858904462,0.0282003033995714,0.680127812291005,"C1qa",TRUE,TRUE,"Both",3.82515286811522
"ENSMUSG00000036896",401.405553444316,5.55996632829067,0.92605295747537,6.00393992957854,1.92585977491373e-09,1.36726649580948e-07,254.828106579866,1.62262264571138,0.77234645480887,2.10089997255562,0.0356497478421718,0.695025890100296,"C1qc",TRUE,TRUE,"Both",3.59129448700103
