term_name,negative_log10_of_adjusted_p_value,intersections,term_id,raw_category,category
endocytosis,7.668049872215771,"ENSMUSG00000000290,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000015947,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024913,ENSMUSG00000025492,ENSMUSG00000026480,ENSMUSG00000026712,ENSMUSG00000028874,ENSMUSG00000030047,ENSMUSG00000030579,ENSMUSG00000032089,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000044456,ENSMUSG00000051439,ENSMUSG00000052160,ENSMUSG00000058715,ENSMUSG00000059089,ENSMUSG00000060802",GO:0006897,['other'],other
negative regulation of biological process,7.628623632874842,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003644,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000016256,ENSMUSG00000018554,ENSMUSG00000018774,ENSMUSG00000020077,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025491,ENSMUSG00000025492,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027315,ENSMUSG00000027322,ENSMUSG00000027398,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000031838,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035385,ENSMUSG00000036896,ENSMUSG00000038147,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000040462,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000042751,ENSMUSG00000044456,ENSMUSG00000045502,ENSMUSG00000046179,ENSMUSG00000046223,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000052776,ENSMUSG00000053113,ENSMUSG00000054675,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000073411,ENSMUSG00000078853,ENSMUSG00000078942,ENSMUSG00000079110,ENSMUSG00000079227,ENSMUSG00000089929",GO:0048519,['other'],other
antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,7.555678429513306,"ENSMUSG00000021190,ENSMUSG00000023992,ENSMUSG00000024610,ENSMUSG00000031838,ENSMUSG00000036594,ENSMUSG00000058715,ENSMUSG00000060586,ENSMUSG00000073421",GO:0002504,['other'],other
leukocyte activation involved in inflammatory response,7.521158791340518,"ENSMUSG00000001751,ENSMUSG00000005800,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000034708,ENSMUSG00000036887",GO:0002269,['other'],other
myeloid leukocyte differentiation,7.518892571482353,"ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034957,ENSMUSG00000036896,ENSMUSG00000052837,ENSMUSG00000058715,ENSMUSG00000058818",GO:0002573,['other'],other
leukocyte proliferation,7.505604661745675,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000030579,ENSMUSG00000031103,ENSMUSG00000031897,ENSMUSG00000033220,ENSMUSG00000035356,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000052837,ENSMUSG00000061353",GO:0070661,['other'],other
macrophage activation,7.441447330890094,"ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000005800,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000026946,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000034708,ENSMUSG00000034957,ENSMUSG00000036887",GO:0042116,['other'],other
regulation of cell population proliferation,7.385946884911588,"ENSMUSG00000001123,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025491,ENSMUSG00000025492,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029249,ENSMUSG00000030579,ENSMUSG00000031838,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000041736,ENSMUSG00000048779,ENSMUSG00000052142,ENSMUSG00000054675,ENSMUSG00000060802,ENSMUSG00000061353",GO:0042127,['other'],other
regulation of tumor necrosis factor production,7.378177389374273,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000015340,ENSMUSG00000023992,ENSMUSG00000027995,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000032496,ENSMUSG00000035385,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000058715",GO:0032680,"['metabolism', 'exclude']","metabolism,exclude"
tumor necrosis factor production,7.378177389374273,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000015340,ENSMUSG00000023992,ENSMUSG00000027995,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000032496,ENSMUSG00000035385,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000058715",GO:0032640,"['metabolism', 'exclude']","metabolism,exclude"
cell death,7.363885875425004,"ENSMUSG00000002111,ENSMUSG00000003644,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000018819,ENSMUSG00000020077,ENSMUSG00000020573,ENSMUSG00000020914,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026223,ENSMUSG00000026628,ENSMUSG00000026822,ENSMUSG00000027398,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000041736,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000052085,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000073489,ENSMUSG00000078942,ENSMUSG00000079110,ENSMUSG00000079227,ENSMUSG00000089929",GO:0008219,['cell_death'],cell_death
programmed cell death,7.363885875425004,"ENSMUSG00000002111,ENSMUSG00000003644,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000018819,ENSMUSG00000020077,ENSMUSG00000020573,ENSMUSG00000020914,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026223,ENSMUSG00000026628,ENSMUSG00000026822,ENSMUSG00000027398,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000041736,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000052085,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000073489,ENSMUSG00000078942,ENSMUSG00000079110,ENSMUSG00000079227,ENSMUSG00000089929",GO:0012501,['cell_death'],cell_death
negative regulation of cellular process,7.326040378617176,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003644,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000016256,ENSMUSG00000018554,ENSMUSG00000020077,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025491,ENSMUSG00000025492,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027315,ENSMUSG00000027322,ENSMUSG00000027398,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000031838,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000036896,ENSMUSG00000038147,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000040462,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000042751,ENSMUSG00000044456,ENSMUSG00000045502,ENSMUSG00000046179,ENSMUSG00000046223,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000054675,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000073411,ENSMUSG00000078853,ENSMUSG00000078942,ENSMUSG00000079110,ENSMUSG00000079227,ENSMUSG00000089929",GO:0048523,['other'],other
cell differentiation,7.262272662963392,"ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000018554,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000021281,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024164,ENSMUSG00000024338,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000025491,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000030403,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000033685,ENSMUSG00000034041,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000037095,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000046179,ENSMUSG00000052160,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000054404,ENSMUSG00000054675,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000073411,ENSMUSG00000073421,ENSMUSG00000073489,ENSMUSG00000078853,ENSMUSG00000079110",GO:0030154,['other'],other
tumor necrosis factor superfamily cytokine production,7.261539304407997,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000015340,ENSMUSG00000023992,ENSMUSG00000027995,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000032496,ENSMUSG00000035385,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000058715",GO:0071706,"['metabolism', 'exclude']","metabolism,exclude"
regulation of tumor necrosis factor superfamily cytokine production,7.261539304407997,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000015340,ENSMUSG00000023992,ENSMUSG00000027995,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000032496,ENSMUSG00000035385,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000058715",GO:1903555,"['metabolism', 'exclude']","metabolism,exclude"
cellular developmental process,7.2574064253319275,"ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000018554,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000021281,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024164,ENSMUSG00000024338,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000025491,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000030403,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000033685,ENSMUSG00000034041,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000037095,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000046179,ENSMUSG00000052160,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000054404,ENSMUSG00000054675,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000073411,ENSMUSG00000073421,ENSMUSG00000073489,ENSMUSG00000078853,ENSMUSG00000079110",GO:0048869,['other'],other
secretion,7.232303190561967,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003283,ENSMUSG00000004207,ENSMUSG00000020437,ENSMUSG00000020865,ENSMUSG00000021281,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024913,ENSMUSG00000026249,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000038147,ENSMUSG00000041736,ENSMUSG00000045502,ENSMUSG00000048277,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000059089,ENSMUSG00000061353",GO:0046903,['other'],other
immunoglobulin mediated immune response,7.210073706792444,"ENSMUSG00000004266,ENSMUSG00000015947,ENSMUSG00000021948,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000035356,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000058715,ENSMUSG00000073421",GO:0016064,['other'],other
negative regulation of response to external stimulus,7.206499522860626,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000026249,ENSMUSG00000026946,ENSMUSG00000030413,ENSMUSG00000031103,ENSMUSG00000032089,ENSMUSG00000032496,ENSMUSG00000034708,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000044456,ENSMUSG00000046223,ENSMUSG00000053113",GO:0032102,['other'],other
granulocyte activation,7.198031414477537,"ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000021948,ENSMUSG00000026068,ENSMUSG00000030579,ENSMUSG00000034708,ENSMUSG00000038357,ENSMUSG00000058715,ENSMUSG00000059089",GO:0036230,['other'],other
anatomical structure development,7.193349516358667,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002102,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000016256,ENSMUSG00000018554,ENSMUSG00000020077,ENSMUSG00000020573,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000021281,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000025491,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000030403,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000031897,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000033685,ENSMUSG00000034041,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035352,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000043008,ENSMUSG00000046179,ENSMUSG00000052160,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000054675,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000067212,ENSMUSG00000073411,ENSMUSG00000073421,ENSMUSG00000073489,ENSMUSG00000078853,ENSMUSG00000079110",GO:0048856,['other'],other
positive regulation of cell migration,7.190022282003406,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000006445,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000027398,ENSMUSG00000028874,ENSMUSG00000032359,ENSMUSG00000033220,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000039621,ENSMUSG00000042190,ENSMUSG00000052085,ENSMUSG00000061353",GO:0030335,['other'],other
innate immune response-activating signaling pathway,7.081713459551126,"ENSMUSG00000001751,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000024737,ENSMUSG00000026946,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000032496,ENSMUSG00000033777,ENSMUSG00000035356,ENSMUSG00000044583,ENSMUSG00000046410,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071",GO:0002758,['other'],other
establishment of localization,7.020426358114404,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000007891,ENSMUSG00000015340,ENSMUSG00000015947,ENSMUSG00000015950,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000020865,ENSMUSG00000021025,ENSMUSG00000021242,ENSMUSG00000021281,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024737,ENSMUSG00000024913,ENSMUSG00000025492,ENSMUSG00000026249,ENSMUSG00000026480,ENSMUSG00000026712,ENSMUSG00000026822,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030579,ENSMUSG00000030737,ENSMUSG00000032089,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000038147,ENSMUSG00000039678,ENSMUSG00000040462,ENSMUSG00000041736,ENSMUSG00000042759,ENSMUSG00000044456,ENSMUSG00000045502,ENSMUSG00000046410,ENSMUSG00000048277,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052160,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000059089,ENSMUSG00000060802,ENSMUSG00000061353,ENSMUSG00000079110,ENSMUSG00000079227",GO:0051234,['other'],other
defense response to Gram-positive bacterium,6.9965266679415,"ENSMUSG00000003283,ENSMUSG00000006445,ENSMUSG00000015950,ENSMUSG00000024401,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028874,ENSMUSG00000030413,ENSMUSG00000038357,ENSMUSG00000069516",GO:0050830,['other'],other
regulation of leukocyte chemotaxis,6.974426782373332,"ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000021190,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000033220,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000042190,ENSMUSG00000044456,ENSMUSG00000061353",GO:0002688,['other'],other
blood vessel development,6.962657733277689,"ENSMUSG00000000290,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000015340,ENSMUSG00000020573,ENSMUSG00000021281,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000032359,ENSMUSG00000034041,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000046179,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000061353",GO:0001568,['other'],other
regulation of adaptive immune response,6.956379760861808,"ENSMUSG00000004266,ENSMUSG00000015947,ENSMUSG00000016206,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000035356,ENSMUSG00000058715,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411,ENSMUSG00000073421",GO:0002819,['other'],other
regulation of cell-cell adhesion,6.951981835157414,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000021948,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000026249,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000034116,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000039899,ENSMUSG00000046223,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000061353,ENSMUSG00000073421",GO:0022407,['other'],other
regulation of transport,6.935984659811855,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000015947,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024913,ENSMUSG00000026249,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000038147,ENSMUSG00000040462,ENSMUSG00000041736,ENSMUSG00000044456,ENSMUSG00000045502,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000060802,ENSMUSG00000061353,ENSMUSG00000079110",GO:0051049,['other'],other
positive regulation of leukocyte chemotaxis,6.87837421838029,"ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000021190,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000033220,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000042190,ENSMUSG00000061353",GO:0002690,['other'],other
neuroinflammatory response,6.8097066760957725,"ENSMUSG00000001751,ENSMUSG00000005800,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000027398,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000034708,ENSMUSG00000036887",GO:0150076,['other'],other
positive regulation of cell motility,6.787643201797106,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000006445,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000027398,ENSMUSG00000028874,ENSMUSG00000032359,ENSMUSG00000033220,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000039621,ENSMUSG00000042190,ENSMUSG00000052085,ENSMUSG00000061353",GO:2000147,['other'],other
antigen processing and presentation of exogenous peptide antigen via MHC class II,6.767426649314592,"ENSMUSG00000021190,ENSMUSG00000024610,ENSMUSG00000031838,ENSMUSG00000036594,ENSMUSG00000058715,ENSMUSG00000060586,ENSMUSG00000073421",GO:0019886,['other'],other
