term_name,negative_log10_of_adjusted_p_value,intersections,term_id,raw_category,category
positive regulation of leukocyte mediated immunity,12.015251533018638,"ENSMUSG00000002111,ENSMUSG00000015947,ENSMUSG00000016206,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000026068,ENSMUSG00000027398,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000058715,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411",GO:0002705,['other'],other
immune response-activating signaling pathway,11.881927248654572,"ENSMUSG00000001751,ENSMUSG00000002699,ENSMUSG00000004266,ENSMUSG00000020437,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024737,ENSMUSG00000026946,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000032496,ENSMUSG00000033777,ENSMUSG00000035356,ENSMUSG00000037731,ENSMUSG00000043008,ENSMUSG00000044583,ENSMUSG00000046410,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715",GO:0002757,['other'],other
positive regulation of cell communication,11.66683241512954,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029616,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000044583,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000061353",GO:0010647,['other'],other
positive regulation of signaling,11.656785164462315,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029616,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000044583,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000061353",GO:0023056,['other'],other
intracellular signal transduction,11.090183021855834,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003644,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000018008,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033777,ENSMUSG00000034116,ENSMUSG00000034792,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000040061,ENSMUSG00000040462,ENSMUSG00000042190,ENSMUSG00000044583,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000073489,ENSMUSG00000078853,ENSMUSG00000079110,ENSMUSG00000079227",GO:0035556,['other'],other
regulation of signaling,11.04407266409251,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000018008,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000024913,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000033777,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000044583,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000061353,ENSMUSG00000078853,ENSMUSG00000079110",GO:0023051,['other'],other
regulation of cell communication,11.016665143673901,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000018008,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000024913,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000033777,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000044583,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000061353,ENSMUSG00000078853,ENSMUSG00000079110",GO:0010646,['other'],other
negative regulation of multicellular organismal process,10.831178991231907,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000020077,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000026249,ENSMUSG00000026946,ENSMUSG00000027322,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000032496,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035385,ENSMUSG00000036896,ENSMUSG00000038147,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000046223,ENSMUSG00000054675,ENSMUSG00000060802",GO:0051241,['other'],other
hemopoiesis,10.643213717997186,"ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034041,ENSMUSG00000034116,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000036594,ENSMUSG00000036896,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000052160,ENSMUSG00000052837,ENSMUSG00000058715,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000073421,ENSMUSG00000078853",GO:0030097,['other'],other
immune response-regulating cell surface receptor signaling pathway,10.569620032026311,"ENSMUSG00000001751,ENSMUSG00000002699,ENSMUSG00000004266,ENSMUSG00000015947,ENSMUSG00000020437,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000026946,ENSMUSG00000027995,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000035356,ENSMUSG00000037731,ENSMUSG00000043008,ENSMUSG00000051439,ENSMUSG00000058715,ENSMUSG00000059089",GO:0002768,['other'],other
regulation of signal transduction,10.528467980567612,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000018008,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030560,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033777,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000042190,ENSMUSG00000044583,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000078853,ENSMUSG00000079110",GO:0009966,['other'],other
positive regulation of signal transduction,10.451977549526713,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000020573,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026223,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029616,ENSMUSG00000030560,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000044583,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000061353",GO:0009967,['other'],other
cell migration,10.263229060147252,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000022651,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025491,ENSMUSG00000027398,ENSMUSG00000028874,ENSMUSG00000030685,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000044456,ENSMUSG00000052085,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000061353",GO:0016477,['other'],other
cellular response to molecule of bacterial origin,10.208211685791863,"ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000018774,ENSMUSG00000021025,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026712,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000032496,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000056529,ENSMUSG00000079227",GO:0071219,['other'],other
response to lipopolysaccharide,10.124590005626182,"ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000018774,ENSMUSG00000021025,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026712,ENSMUSG00000027398,ENSMUSG00000028270,ENSMUSG00000032496,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000056529,ENSMUSG00000079227",GO:0032496,['other'],other
response to chemical,9.944807591466239,"ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015340,ENSMUSG00000018774,ENSMUSG00000018819,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022577,ENSMUSG00000022651,ENSMUSG00000022969,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000025491,ENSMUSG00000025492,ENSMUSG00000026068,ENSMUSG00000026104,ENSMUSG00000026712,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000029249,ENSMUSG00000031722,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034116,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035352,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000038357,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000040061,ENSMUSG00000040462,ENSMUSG00000040723,ENSMUSG00000040809,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000043953,ENSMUSG00000044456,ENSMUSG00000044583,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052085,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000056529,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000061353,ENSMUSG00000071713,ENSMUSG00000071714,ENSMUSG00000073421,ENSMUSG00000073489,ENSMUSG00000073490,ENSMUSG00000078853,ENSMUSG00000078942,ENSMUSG00000079110,ENSMUSG00000079227",GO:0042221,['other'],other
positive regulation of leukocyte mediated cytotoxicity,9.847364072309238,"ENSMUSG00000002111,ENSMUSG00000016206,ENSMUSG00000026068,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411",GO:0001912,['cell_death'],cell_death
locomotion,9.631039494649185,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000006445,ENSMUSG00000018819,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000022651,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000025491,ENSMUSG00000027398,ENSMUSG00000028874,ENSMUSG00000032359,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000042190,ENSMUSG00000043953,ENSMUSG00000044456,ENSMUSG00000052085,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000056529,ENSMUSG00000058715,ENSMUSG00000061353,ENSMUSG00000079227",GO:0040011,['other'],other
positive regulation of cell killing,9.624681230341983,"ENSMUSG00000002111,ENSMUSG00000016206,ENSMUSG00000026068,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411",GO:0031343,['cell_death'],cell_death
regulation of leukocyte activation,9.574958528040595,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000037731,ENSMUSG00000038147,ENSMUSG00000039899,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000073421",GO:0002694,['other'],other
leukocyte cell-cell adhesion,9.410402107497942,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000037095,ENSMUSG00000039899,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000061353,ENSMUSG00000073421",GO:0007159,['other'],other
cellular response to lipopolysaccharide,9.371980485366981,"ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000018774,ENSMUSG00000021025,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026712,ENSMUSG00000028270,ENSMUSG00000032496,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000056529,ENSMUSG00000079227",GO:0071222,['other'],other
cellular response to biotic stimulus,9.33421739058257,"ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000018774,ENSMUSG00000021025,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026712,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000032496,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000056529,ENSMUSG00000079227",GO:0071216,['other'],other
positive regulation of lymphocyte mediated immunity,9.133331728211969,"ENSMUSG00000015947,ENSMUSG00000016206,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000026068,ENSMUSG00000027398,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000058715,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411",GO:0002708,['other'],other
response to oxygen-containing compound,9.120569511068535,"ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015340,ENSMUSG00000018774,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022577,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000026068,ENSMUSG00000026712,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000044583,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000053113,ENSMUSG00000056529,ENSMUSG00000061353,ENSMUSG00000079227",GO:1901700,['other'],other
regulation of lymphocyte mediated immunity,9.03938267301653,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000015947,ENSMUSG00000016206,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000026068,ENSMUSG00000027398,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000058715,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411",GO:0002706,['other'],other
regulation of intracellular signal transduction,9.002029607622068,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000018008,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032496,ENSMUSG00000033777,ENSMUSG00000042190,ENSMUSG00000044583,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000052142,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000078853,ENSMUSG00000079110",GO:1902531,['other'],other
regulation of leukocyte mediated cytotoxicity,8.976655973854589,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000016206,ENSMUSG00000026068,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411",GO:0001910,['cell_death'],cell_death
glial cell activation,8.91754346773235,"ENSMUSG00000001751,ENSMUSG00000005800,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000027398,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000034708,ENSMUSG00000036887",GO:0061900,['other'],other
immune response-activating cell surface receptor signaling pathway,8.85271089221983,"ENSMUSG00000001751,ENSMUSG00000002699,ENSMUSG00000004266,ENSMUSG00000020437,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000026946,ENSMUSG00000027995,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000035356,ENSMUSG00000037731,ENSMUSG00000043008,ENSMUSG00000051439,ENSMUSG00000058715",GO:0002429,['other'],other
negative regulation of immune system process,8.82715297692925,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000018774,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000026946,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000032496,ENSMUSG00000034708,ENSMUSG00000034957,ENSMUSG00000036896,ENSMUSG00000038147,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000044456,ENSMUSG00000058715,ENSMUSG00000061353",GO:0002683,['other'],other
