"cluster","cluster_label","ParentTerm","pct_coverage","enrichment_score"
16,"STAT factors","apoptotic process",23.4042553191489,2.19981021449152
16,"STAT factors","catabolic process",17.7304964539007,1.94574731987257
16,"STAT factors","cell activation",61.7021276595745,2.64841995840164
16,"STAT factors","cell junction disassembly",3.54609929078014,2.27801381309819
16,"STAT factors","cell killing",11.3475177304965,1.93457369314357
16,"STAT factors","cell population proliferation",29.7872340425532,2.33925187221485
16,"STAT factors","cellular process",90.7801418439716,2.78939450752704
16,"STAT factors","immune system process",61.7021276595745,2.62896107446728
16,"STAT factors","leukocyte cell-cell adhesion",20.5673758865248,0
16,"STAT factors","leukocyte differentiation",51.063829787234,2.57371313023235
16,"STAT factors","phagocytosis",39.0070921985816,2.41352340030915
16,"STAT factors","phagocytosis, engulfment",3.54609929078014,0
16,"STAT factors","positive regulation of biological process",81.5602836879433,2.75331304411256
16,"STAT factors","reactive oxygen species metabolic process",7.80141843971631,1.70732957938628
16,"STAT factors","regulation of lipid metabolic process",6.38297872340426,1.57022872186827
16,"STAT factors","regulation of proteolysis",14.8936170212766,2.02264947681515
16,"STAT factors","respiratory burst",3.54609929078014,1.66318063237635
16,"STAT factors","response to external stimulus",78.7234042553192,2.75151043289598
17,"Steroid hormone receptors (NR3)","actin cytoskeleton organization",16.6666666666667,2.00127824745985
17,"Steroid hormone receptors (NR3)","apoptotic process",21.7948717948718,2.09805095241894
17,"Steroid hormone receptors (NR3)","catabolic process",16.6666666666667,2.01482014433522
17,"Steroid hormone receptors (NR3)","cell activation",60.2564102564103,2.57012861809295
17,"Steroid hormone receptors (NR3)","cell junction disassembly",3.84615384615385,1.56072622754207
17,"Steroid hormone receptors (NR3)","cell killing",6.41025641025641,1.70646221621789
17,"Steroid hormone receptors (NR3)","cell population proliferation",29.4871794871795,2.27581847234948
17,"Steroid hormone receptors (NR3)","cellular process",92.3076923076923,2.74429304655392
17,"Steroid hormone receptors (NR3)","immune system process",56.4102564102564,2.53899630705814
17,"Steroid hormone receptors (NR3)","leukocyte cell-cell adhesion",23.0769230769231,0
17,"Steroid hormone receptors (NR3)","leukocyte differentiation",46.1538461538462,2.47577388656542
17,"Steroid hormone receptors (NR3)","phagocytosis",38.4615384615385,2.37792173751891
17,"Steroid hormone receptors (NR3)","phagocytosis, engulfment",2.56410256410256,0
17,"Steroid hormone receptors (NR3)","positive regulation of biological process",80.7692307692308,2.72386555439427
17,"Steroid hormone receptors (NR3)","reactive oxygen species metabolic process",10.2564102564103,1.81813090214886
17,"Steroid hormone receptors (NR3)","regulation of lipid metabolic process",3.84615384615385,1.44221423211742
17,"Steroid hormone receptors (NR3)","regulation of proteolysis",8.97435897435897,1.78172640357089
17,"Steroid hormone receptors (NR3)","respiratory burst",6.41025641025641,1.72986836926499
17,"Steroid hormone receptors (NR3)","response to external stimulus",78.2051282051282,2.71189190636572
18,"TBP-related factors","actin cytoskeleton organization",10,1.94097067120523
18,"TBP-related factors","apoptotic process",20,2.22515196778722
18,"TBP-related factors","catabolic process",13.6363636363636,2.08859369841478
18,"TBP-related factors","cell activation",59.0909090909091,2.71486659821147
18,"TBP-related factors","cell junction disassembly",3.63636363636364,1.64687942024348
18,"TBP-related factors","cell killing",10.9090909090909,2.0293969295188
18,"TBP-related factors","cell population proliferation",27.2727272727273,2.41412637310557
18,"TBP-related factors","cellular process",91.8181818181818,2.87974485568591
18,"TBP-related factors","immune system process",54.5454545454545,2.71537814205243
18,"TBP-related factors","leukocyte cell-cell adhesion",18.1818181818182,0
18,"TBP-related factors","leukocyte differentiation",40.9090909090909,2.6183538479562
18,"TBP-related factors","phagocytosis",39.0909090909091,2.54361079652422
18,"TBP-related factors","phagocytosis, engulfment",2.72727272727273,0
18,"TBP-related factors","positive regulation of biological process",78.1818181818182,2.81873241249689
18,"TBP-related factors","reactive oxygen species metabolic process",7.27272727272727,1.84225210244103
18,"TBP-related factors","regulation of lipid metabolic process",4.54545454545455,1.66260043266365
18,"TBP-related factors","regulation of proteolysis",11.8181818181818,2.10485077892295
18,"TBP-related factors","respiratory burst",4.54545454545455,1.72986836926499
18,"TBP-related factors","response to external stimulus",77.2727272727273,2.85518862092116
19,"Thyroid hormone receptor-related factors (NR1)","actin cytoskeleton organization",21.5686274509804,1.96404536919427
19,"Thyroid hormone receptor-related factors (NR1)","apoptotic process",23.5294117647059,1.98472259022533
19,"Thyroid hormone receptor-related factors (NR1)","catabolic process",13.7254901960784,1.76631047077045
19,"Thyroid hormone receptor-related factors (NR1)","cell activation",64.7058823529412,2.46950269608944
19,"Thyroid hormone receptor-related factors (NR1)","cell junction disassembly",7.84313725490196,1.64687942024348
19,"Thyroid hormone receptor-related factors (NR1)","cell killing",3.92156862745098,1.42622487162515
19,"Thyroid hormone receptor-related factors (NR1)","cell population proliferation",39.2156862745098,2.24173845676871
19,"Thyroid hormone receptor-related factors (NR1)","cellular process",96.078431372549,2.59604684474809
19,"Thyroid hormone receptor-related factors (NR1)","immune system process",58.8235294117647,2.37582398692572
19,"Thyroid hormone receptor-related factors (NR1)","leukocyte cell-cell adhesion",21.5686274509804,0
19,"Thyroid hormone receptor-related factors (NR1)","leukocyte differentiation",49.0196078431373,2.37496103780024
19,"Thyroid hormone receptor-related factors (NR1)","phagocytosis",47.0588235294118,2.28516172620615
19,"Thyroid hormone receptor-related factors (NR1)","phagocytosis, engulfment",7.84313725490196,0
19,"Thyroid hormone receptor-related factors (NR1)","positive regulation of biological process",88.2352941176471,2.59644743408604
19,"Thyroid hormone receptor-related factors (NR1)","reactive oxygen species metabolic process",5.88235294117647,1.45862900130763
19,"Thyroid hormone receptor-related factors (NR1)","regulation of lipid metabolic process",7.84313725490196,1.60867633953099
19,"Thyroid hormone receptor-related factors (NR1)","regulation of proteolysis",7.84313725490196,1.63318126748258
19,"Thyroid hormone receptor-related factors (NR1)","respiratory burst",3.92156862745098,1.44587658260205
19,"Thyroid hormone receptor-related factors (NR1)","response to external stimulus",86.2745098039216,2.57706353701952
