"human_symbol","rank","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","subtype"
"NAGLU","Rank 2",17.2114779544281,-1.24337989537251,0.412632460092556,-3.01328667912751,0.00258434659359293,0.0918435028898901,"NEU_INH"
"NCF1","Rank 1",1.81381816130626,0.396852320251981,1.03551149766419,0.383242794645123,0.70153975025327,NA,"NEU_INH"
"NCF2","Rank 1",2.75486526071257,-0.697216660032694,0.780524182487057,-0.89326721154377,0.371714092443572,NA,"NEU_EXC_LOWER"
"NCF2","Rank 1",4.33018802408081,-1.10131039739379,0.90248321273511,-1.22031122779126,0.222346915096651,NA,"NEU_EXC_UPPER"
"NMNAT2","Rank 1",1254.23388526088,0.382336748351445,0.181177437481301,2.11028897232805,0.0348334728783851,0.20825644613159,"NEU_EXC_LOWER"
"NMNAT2","Rank 1",1595.36361472386,0.443656019284896,0.167856465467155,2.64306780230463,0.00821585811686381,0.0610023676767504,"NEU_EXC_UPPER"
"NMNAT2","Rank 1",1260.87023045651,0.467293802158337,0.204662632283802,2.2832394802308,0.0224162657256738,0.159570743867656,"NEU_INH"
"NMNAT2","Rank 1",84.1413272972979,0.403522808121366,0.221955824735076,1.81803207283704,0.0690592308591759,0.187766432367104,"NEU_PY"
"NPC2","Rank 2",26.4527656410151,-1.68597469411145,0.956751337252534,-1.76218692199898,0.0780377209746016,0.201727179816335,"NEU_EXC_UPPER"
"NPC2","Rank 2",26.999663118671,-1.01698047495709,0.785368560225946,-1.29490856454008,0.195351773650418,0.41656583160679,"NEU_EXC_LOWER"
"NPC2","Rank 2",5.55534229199569,-0.854264323881848,0.570403510194652,-1.49764913541701,0.134224433576505,NA,"NEU_PY"
"NPC2","Rank 2",30.9539713758785,-1.07816392050802,0.754657028787729,-1.42868068457531,0.153096031912043,0.335478001460113,"NEU_INH"
"NPC2","Rank 1",26.4527656410151,-1.68597469411145,0.956751337252534,-1.76218692199898,0.0780377209746016,0.201727179816335,"NEU_EXC_UPPER"
"NPC2","Rank 1",26.999663118671,-1.01698047495709,0.785368560225946,-1.29490856454008,0.195351773650418,0.41656583160679,"NEU_EXC_LOWER"
"NPC2","Rank 1",5.55534229199569,-0.854264323881848,0.570403510194652,-1.49764913541701,0.134224433576505,NA,"NEU_PY"
