"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC118567996",1.65920758167958,1.04871998650168,0.970500928207337,1.08059658267286,0.279876603320487,0.888209015636674
"Nek4",139.671001115551,0.152757605894003,0.141383123187342,1.08045148848204,0.279941178213044,0.888209015636674
"Mmachc",51.8177492862398,0.234328290269145,0.216906926287131,1.08031723228125,0.280000938622062,0.888209015636674
"Col24a1",100.642624116133,0.559939624320038,0.518361913616069,1.08020981019598,0.280048760814388,0.888209015636674
"Eipr1",110.878349202508,0.173556311190535,0.160697123646041,1.08002126766636,0.280132709645651,0.888209015636674
"Emsy",477.136408990002,-0.0897711965490481,0.0831280517089175,-1.07991459806363,0.280180212011248,0.888209015636674
"Snrnp48",133.583961213291,-0.133760795302002,0.123897832389244,-1.07960561312948,0.280317840813751,0.888209015636674
"Brca1",8.8477871900167,-0.519761067438935,0.48151124371665,-1.07943703126649,0.280392950307879,0.888209015636674
"Dab2",4.22716763755243,1.34465128692355,1.24573445626772,1.07940442696928,0.280407478313197,0.888209015636674
"Ripor1",567.444554911708,-0.18823501483375,0.17440527148638,-1.07929659023208,0.280455532452525,0.888209015636674
"Gm11734",11.4285367047712,-0.429745742009631,0.398180827321355,-1.07927281406445,0.280466128326018,0.888209015636674
"Cbln3",8.40507193891479,0.598737329916425,0.554786413111289,1.07922132872479,0.280489073752326,0.888209015636674
"Mbtps2",112.933722690746,-0.176179331748965,0.163267969716048,-1.07908080228702,0.280551708536197,0.888209015636674
"Igfbp7",6.73748904488024,-0.501759941750438,0.465166902817481,-1.07866647156389,0.280736437370511,0.888209015636674
"Col17a1",8.26240426445562,-0.806120560910132,0.747344426226805,-1.07864664888193,0.280745277358303,0.888209015636674
"LOC115488373",1.59011876497771,1.68110039451511,1.55860069890721,1.07859594551304,0.280767889546279,0.888209015636674
"Ccdc191",110.919734126075,-0.141687894068498,0.131388638714528,-1.07838771643222,0.280860766464506,0.888209015636674
"Abhd14a",94.864650288476,-0.238016612273075,0.220724572156865,-1.07834216166889,0.280881088145967,0.888209015636674
"Gpatch3",24.7049482557217,0.312102932015003,0.289451210972767,1.07825747546921,0.280918868757726,0.888209015636674
"Cox19",64.674252655396,-0.172395547914894,0.159883905652904,-1.07825454482674,0.280920176251701,0.888209015636674
"Tnks",818.139578688069,-0.130923141818808,0.12143514842168,-1.07813218430121,0.280974770579777,0.888209015636674
"Rnf24",169.025747413005,-0.160886046090132,0.149231945677399,-1.07809387165618,0.280991866242613,0.888209015636674
"Upk3bl",0.607330239629322,3.03976970429016,2.81959948932461,1.07808563443111,0.280995541905204,NA
"Snord55",3.76554666773673,-0.798022108089535,0.740455126472321,-1.07774540219807,0.281147390834231,0.888209015636674
"Lypd11",1.37738512931042,1.43508384094079,1.33174182413508,1.07759913741001,0.281212687337289,0.888209015636674
"Rpl34",143.302616351985,0.168823189041695,0.156681436612344,1.07749324164924,0.281259968453125,0.888209015636674
"Nlrc5",12.4257460297819,0.649465780250649,0.602847788941969,1.0773296214464,0.28133303340936,0.888209015636674
"Gm42185",3.50911582198226,0.93330287679521,0.866319238334521,1.07731980948439,0.281337415371626,0.888209015636674
"LOC118567471",0.744995757788128,-1.93893397615358,1.79986913658026,-1.07726386143691,0.28136240231278,NA
"Gm39211",1.85683660122283,-1.08555386598206,1.00772553338207,-1.07723167670346,0.281376777009562,0.888209015636674
"Tasor2",398.57483508558,-0.111421131603272,0.103445978025571,-1.07709486371457,0.281437887481454,0.888209015636674
"Vsx2",167.427207463005,-0.798073047814287,0.741098111731825,-1.07687907333797,0.281534293211507,0.888209015636674
"Mirc35hg",3.41296616023727,-1.41606240456816,1.31498500546361,-1.07686581876187,0.281540215508466,0.888209015636674
"Pfas",284.905972079347,-0.138923602138022,0.129021918566423,-1.07674419727763,0.281594561332091,0.888209015636674
"Dhh",6.07158725320528,-1.28853776853573,1.19673106116229,-1.07671456883911,0.281607801698517,0.888209015636674
"Mir670",1.28248782504499,1.4002473268823,1.30112451277587,1.07618242000141,0.281845680472046,0.888209015636674
"Tuba1b",306.145911037442,0.154097307873733,0.143209070171789,1.07603036378131,0.281913676989215,0.888209015636674
"Syt17",5.0661760814547,0.733672146363175,0.681944389124603,1.07585333652349,0.2819928540749,0.888209015636674
"Mcat",49.9633321138072,0.250217865411025,0.232591207029298,1.07578385531791,0.282023934310763,0.888209015636674
"Gm42139",11.6996935501193,-0.409427669854458,0.380649180519527,-1.07560370758096,0.28210452856559,0.888209015636674
"Gapvd1",756.770198210515,-0.0786768093806644,0.0731498036777421,-1.07555735524966,0.282125268136137,0.888209015636674
"Adm",1.42006524894592,-1.58097264182761,1.47002458517734,-1.07547360620291,0.282162742859473,0.888209015636674
"Mmp25",0.833788587959968,1.85048088964045,1.72062996774474,1.07546708143524,0.282165662602954,NA
"Polg2",32.5836400067238,-0.348026419159255,0.323662415708016,-1.07527597357247,0.282251189822428,0.888209015636674
"Gm39358",0.615347424826641,-1.71229796565005,1.59254608955483,-1.07519523414779,0.282287328721988,NA
"Mideas",204.814586802147,-0.158420352841958,0.147347767516305,-1.07514593205104,0.282309397842435,0.888209015636674
"2700081O15Rik",73.8544772458003,0.24374308932619,0.226713700626438,1.07511406965127,0.282323661045546,0.888209015636674
"Senp8",36.7724465377356,-0.249497357695632,0.232080388556446,-1.07504713882772,0.282353624219608,0.888209015636674
"Kidins220",2496.60084007116,0.118193630962847,0.109949238932575,1.07498362071727,0.282382061605473,0.888209015636674
"Wdr60",132.255524846248,-0.149033571977041,0.138638912805284,-1.0749764908093,0.282385253823283,0.888209015636674
"LOC118567936",0.563391219529919,-1.85506214690738,1.72595712733195,-1.07480198524688,0.282463391458677,NA
"2210016L21Rik",321.831732127907,0.160673731153417,0.14950227445327,1.0747243260412,0.282498169313309,0.888209015636674
"Kcns1",3.07826360056466,0.954812999021505,0.888462960061426,1.07467957803834,0.282518209975508,0.888209015636674
"Slc38a10",649.789789839832,-0.0962405111755903,0.0895542317382036,-1.07466179216336,0.282526175754246,0.888209015636674
"Rnf183",0.697497675593949,-3.12475229814775,2.90771839654904,-1.07464061920724,0.282535658707123,NA
"LOC118568119",0.479798021641436,2.66260796811244,2.47782596891622,1.07457424432316,0.282565388117802,NA
"Lgr5",1031.35926102824,0.252787624039671,0.235245568149378,1.07456912378113,0.282567681704404,0.888209015636674
"Sec22b",215.672675939583,0.137254190748713,0.127734015615199,1.07453124438046,0.282584648988835,0.888209015636674
"Ace2",4.05920771419751,1.21336587590549,1.12939515988299,1.07435016458827,0.282665769432474,0.888209015636674
"Fem1b",680.153667822693,-0.120108500883435,0.111797229967901,-1.07434236892918,0.282669262099899,0.888209015636674
"Smad5",255.539876244044,-0.1138190811777,0.105980461257439,-1.07396287794238,0.282839319761498,0.888209015636674
"Impg2",110.704575230777,-0.853953287660173,0.795156654070725,-1.07394345917681,0.282848023571309,0.888209015636674
"Tmem132c",113.689010064928,-0.403529745921002,0.375762115438132,-1.07389683350727,0.282868922703686,0.888209015636674
"Frg2f1",36.7598890815405,0.24692252939905,0.229952575013806,1.07379762711605,0.28291339369741,0.888209015636674
"Tekt1",10.7706798915856,-0.489747642353947,0.456172324390498,-1.07360226863458,0.283000980391804,0.888209015636674
"Ppp4r1l-ps",97.2919212052315,-0.147436705451526,0.137365351621009,-1.07331800713693,0.283128458531295,0.888209015636674
"Gm12743",9.78166542331852,-0.514060893855028,0.478947037155276,-1.07331469656502,0.283129943398895,0.888209015636674
"Hmgxb3",255.7123407371,-0.0997454263713201,0.0929382109831576,-1.07324452790894,0.283161416895093,0.888209015636674
"Nova2",347.921780178416,-0.111918878145463,0.104296279784903,-1.07308600437408,0.283232529874421,0.888209015636674
"LOC115490290",0.727143973592354,-1.72162820931477,1.60439277854404,-1.0730715273333,0.283239024815824,NA
"Rab20",3.1922885172384,1.06314222142191,0.990789172453859,1.07302567587498,0.283259596159042,0.888209015636674
"Me2",151.693262159216,-0.205123084393966,0.191183908815865,-1.07290977396809,0.283311600280858,0.888209015636674
"Gm33840",7.74006887958559,-0.795433490687937,0.741466119443672,-1.07278467596707,0.283367737863005,0.888209015636674
"Gm45938",0.514372154254018,2.31663117090351,2.15945930883995,1.07278296998706,0.28336850347162,NA
"Gm52092",0.490451167061169,-2.6151779130816,2.43792874691948,-1.07270481813141,0.283403577913634,NA
"Nbdy",103.515319199559,0.191125885943487,0.178187728056632,1.07260970229523,0.283446269733324,0.888209015636674
"LOC118568763",3.57216810969377,0.807669470076975,0.753076385403375,1.07249342262187,0.2834984666532,0.888209015636674
"Ero1b",102.487440390129,0.156973012640405,0.146366269858934,1.07246712505343,0.283510272302355,0.888209015636674
"LOC118567868",2.71288760649789,-0.910517180981918,0.849011731838486,-1.07244357979629,0.283520842651282,0.888209015636674
"Pcca",104.816633454134,-0.18482936952621,0.172356326400801,-1.07236777080293,0.283554877964604,0.888209015636674
"Cacnb2",518.06676296516,-0.178594342854565,0.16654672793093,-1.07233774612871,0.283568358649947,0.888209015636674
"Ccdc117",133.77412556439,-0.148257093552338,0.138257942349091,-1.07232243611726,0.283575232811586,0.888209015636674
"Sult6b1",0.594549080927961,-2.09767892713129,1.95661001828297,-1.07209863362149,0.283675732525385,NA
"LOC118568784",5.92200309716538,-0.603591117571793,0.563115616343239,-1.07187778149609,0.283774931001342,0.888209015636674
"Lurap1l",59.3910677204599,-0.258095149958093,0.240809840960338,-1.07177991118977,0.283818898175198,0.888209015636674
"Zfp27",141.536588522186,-0.122277042023909,0.114107993425954,-1.07159050258172,0.283904001038815,0.888209015636674
"Gm6297",12.3279910457884,0.456282671554869,0.425806808309991,1.07157204311935,0.283912295952678,0.888209015636674
"Gnao1",2401.50057491518,0.102701892175899,0.0958489982999245,1.07149677093683,0.283946121836373,0.888209015636674
"Fam89a",2.85651824372734,-1.13334446789728,1.05782624970593,-1.07139000210322,0.283994106394141,0.888209015636674
"Frmd4a",755.708122534769,-0.140735531343225,0.131374689326775,-1.07125300972676,0.284055682200593,0.888209015636674
"Fhod1",30.2779534327227,0.32462460351635,0.303082788272343,1.07107567990515,0.284135402441578,0.888209015636674
"Gm46637",1.40897954050469,-1.4074263754043,1.31424772400148,-1.0708988493578,0.284214913308366,0.888209015636674
"Pcdh18",119.155633812051,0.2617204207343,0.244399981713485,1.07086923206533,0.284228232030556,0.888209015636674
"Slc8b1",22.9493980900364,0.478317806682132,0.446666055888985,1.07086222553928,0.284231382885888,0.888209015636674
"Ccdc157",152.973265349206,-0.164813402738671,0.15393547469664,-1.07066550490371,0.284319858383345,0.888209015636674
"Gm46843",0.810775019703295,1.68333076765713,1.57262815530889,1.07039338064407,0.284442277532209,NA
"Hnrnpr",937.414489917329,-0.106402947292358,0.0994181916893336,-1.07025631309862,0.284503952913543,0.888209015636674
"Gm32547",26.066155142612,0.354751188072386,0.331506538815209,1.07011822252512,0.28456609776991,0.888209015636674
"Gm42373",1.04489890372817,-1.39508498052229,1.30387087656906,-1.06995639337635,0.284638937377588,NA
"Ptpro",499.690722773968,-0.229361923496575,0.214427499696316,-1.06964789414329,0.284777828410787,0.888209015636674
"Rbbp4",602.612942702361,0.0809618736327448,0.0756936126133874,1.06959980951452,0.28479948096907,0.888209015636674
"Ednra",1.06903460874206,-1.70393870852553,1.59310329645697,-1.06957201853455,0.28481199578404,NA
"App",2795.57833624072,0.231623141459655,0.216563323768905,1.06954001919004,0.284826406167596,0.888209015636674
"Noc3l",105.50022632422,-0.145204425055936,0.135785845675775,-1.06936348434026,0.284905914627424,0.888209015636674
"Mtx3",299.598839805286,-0.129597517833187,0.121193669226242,-1.06934230690926,0.284915453610451,0.888209015636674
"Gm34872",8.28140082452762,0.52015426921568,0.486429095913772,1.06933214642219,0.284920030291055,0.888209015636674
"Ythdc2",254.841508928326,-0.131722056950966,0.12318784522388,-1.06927803397792,0.284944405489112,0.888209015636674
"Elavl1",373.384527961366,0.108797521322897,0.101761065238955,1.06914683987848,0.285003508326399,0.888209015636674
"Cep43",110.393236230754,0.167156737621515,0.156354001157242,1.06909152554023,0.285028429876379,0.888209015636674
"Arhgap19",17.8100678028818,0.325532912157431,0.30450055588166,1.0690716514946,0.285037384370711,0.888209015636674
"Ergic2",322.788572807288,0.0986566202937365,0.0922900273924424,1.06898462467913,0.285076597607478,0.888209015636674
"2310034G01Rik",4.38327081538362,0.732946201027972,0.685692315370159,1.06891412459873,0.285108366770874,0.888209015636674
"Gm30447",1.24847833642186,1.44355125346407,1.35048577259584,1.06891259630922,0.285109055484252,0.888209015636674
"Gm9885",3.01965200797107,-0.799275356854937,0.747778171339426,-1.06886692804,0.285129636101334,0.888209015636674
"LOC118567959",1.63795671145829,1.11713883796201,1.0452376972472,1.06878927243457,0.28516463426624,0.888209015636674
"Pias1",333.545331868441,-0.0917409520298531,0.0858367401837098,-1.0687842039843,0.285166918638365,0.888209015636674
"Slc10a4",0.45339778602901,-2.58867175641587,2.42210738850539,-1.06876836621735,0.285174056867137,NA
"Eaf1",131.737933033205,0.129415196074938,0.121088279580677,1.06876732019892,0.285174528321621,0.888209015636674
"Tmprss5",1.55352254037589,1.62701036825306,1.52266606869561,1.06852736900273,0.285282691459958,0.888209015636674
"C630043F03Rik",17.1805883138572,-0.472863630759571,0.442587014737183,-1.0684082790824,0.285336384089667,0.888209015636674
"Sec13",151.186244112599,0.15214358077729,0.142404200285446,1.06839250859401,0.285343494850999,0.888209015636674
"Pea15a",2392.14398073197,0.108312298869012,0.101379366952586,1.0683860249361,0.285346418304657,0.888209015636674
"Gm34353",118.918930091852,-0.202671341621004,0.189707343460123,-1.06833682831897,0.285368601509017,0.888209015636674
"Gm42237",1.24943151897318,1.41432498079368,1.32397615493552,1.06824052345759,0.285412029626473,0.888209015636674
"Amdhd2",54.5547723670832,0.198634742353689,0.185963591302148,1.06813780570066,0.285458354526068,0.888209015636674
"Wdyhv1",77.1055056229772,-0.179698515008263,0.168241581804447,-1.06809810678749,0.285476259785168,0.888209015636674
"Gm30474",1.55127434247022,1.58972445220799,1.48843233067447,1.06805288990708,0.285496654718215,0.888209015636674
"Lct",4.57800664132774,-0.795953184783206,0.745263857276148,-1.06801527675355,0.285513620764386,0.888209015636674
"Srek1",930.57800562297,-0.11512972553548,0.107828713852048,-1.06770934589325,0.285651641346481,0.888209015636674
"Gm52824",9.60065551320985,0.585750589376715,0.548693367591241,1.06753721472551,0.285729318074551,0.888209015636674
"Tbrg1",150.913759005478,0.159726940280391,0.14963380148678,1.06745226475117,0.285767658264187,0.888209015636674
"Nme3",54.0412294096023,0.209788417889008,0.196533070637046,1.06744588688812,0.285770536904239,0.888209015636674
"Gm16617",0.585872102127538,-1.97023286316936,1.84582545739571,-1.06739933360177,0.285791549262066,NA
"Zeb1",393.678439918418,-0.142691555689204,0.133685102260201,-1.06737065893455,0.285804492420466,0.888209015636674
"Tbc1d20",320.611777325367,0.091887447321396,0.0860881481523595,1.06736466393461,0.285807198490917,0.888209015636674
"Gm12296",0.792979415809307,-1.68626773812345,1.58001914876652,-1.06724512765549,0.285861159336047,NA
"Brdt",98.824960716443,-0.209057475809919,0.195906109954209,-1.06713096318836,0.285912701675136,0.888209015636674
"Gm46027",6.7686123900104,0.692889891105406,0.649550301261463,1.06672245361102,0.286097184746829,0.888209015636674
"Gm15728",2.97303209773331,-0.929621297895906,0.871655678720088,-1.06650059259745,0.286197410953477,0.888209015636674
"Arrdc1",71.9644864517389,0.196509679365542,0.184267807506177,1.06643521744271,0.286226948849221,0.888209015636674
"Rab28",227.926253456607,-0.12170570217562,0.114125678274233,-1.06641821556734,0.286234630998257,0.888209015636674
"Arfgap3",116.491120300319,0.140158836272156,0.131447989444392,1.06626839151046,0.286302333712984,0.888209015636674
"Troap",1.60345914550338,1.24196876729976,1.1650812486816,1.06599326759842,0.286426685278572,0.888209015636674
"Grcc10",150.289817634521,0.137027931788757,0.128554748436445,1.06591108811901,0.286463836150947,0.888209015636674
"Insl5",14.1323823596936,-0.502300416787375,0.471306590364852,-1.06576149592674,0.286531470638258,0.888209015636674
"2810408I11Rik",2.0135057686986,1.22837827216092,1.15264567786245,1.06570327356704,0.286557797383651,0.888209015636674
"Pop5",109.550498663495,0.196390119270546,0.184288304345172,1.06566784022662,0.286573820284323,0.888209015636674
"Bag2",30.4566011802506,-0.30223396906317,0.283616753556931,-1.06564215714606,0.286585434511072,0.888209015636674
"Pdlim3",8.80601351920007,-0.833882341033626,0.782544701655001,-1.06560345916348,0.286602934847962,0.888209015636674
"BC035044",3.10499831048768,1.10927762006167,1.04099718264584,1.06559137580208,0.286608399438175,0.888209015636674
"Grk4",34.7243412438268,-0.232235508932983,0.217951985051709,-1.06553518600845,0.286633811685274,0.888209015636674
"Poglut3",8.9938586720339,0.691337826535835,0.648821533693274,1.06552848608545,0.286636841876212,0.888209015636674
"Tmprss7",45.6564285829255,-0.311403305493252,0.292297388284317,-1.06536465248999,0.286710946038533,0.888209015636674
"Calca",1.32387593249209,1.31278370263669,1.2324239765187,1.06520461111523,0.286783347417676,0.888209015636674
"Cd63",170.681855906674,0.24567343571203,0.230670676096295,1.06503973487064,0.286857948960295,0.888209015636674
"Setmar",24.8016389376243,-0.316323815426103,0.297030860135236,-1.06495269643728,0.286897336517585,0.888209015636674
"Mbip",194.722182258332,0.108149265759683,0.101555077371556,1.06493213888264,0.286906639973796,0.888209015636674
"Gm33201",0.703547761951714,-2.1548327481651,2.02368998996843,-1.06480377866509,0.286964734838553,NA
"LOC118567665",3.61656345802832,0.816606511594212,0.766952131642939,1.0647424759677,0.286992482778078,0.888209015636674
"H2-Oa",2.18761966479128,1.20637104461465,1.13304440721499,1.06471647265785,0.287004253415222,0.888209015636674
"Cul4a",469.87908955429,0.094754419306641,0.0890068214180906,1.06457480221153,0.287068387568892,0.888209015636674
"2810414N06Rik",1.43254314582674,1.39905332772712,1.31463294066959,1.06421593773128,0.287230888660792,0.888209015636674
"Fbxl14",113.67122639012,-0.165292309269489,0.155318762234227,-1.06421340790896,0.287232034435815,0.888209015636674
"Ube2i",242.325404980581,0.0951269482060539,0.0893888092850256,1.06419303452999,0.287241261800539,0.888209015636674
"Clgn",90.1832592576235,0.183425155624411,0.172367838960407,1.0641495346852,0.287260964107943,0.888209015636674
"Hcst",2.11107399276683,1.14085296563871,1.07224888627866,1.06398148810221,0.287337085715575,0.888209015636674
"Snord49b",0.734213592286808,1.78284277850756,1.67580474421161,1.06387261682226,0.287386409407273,NA
"Ywhab",1832.03486013379,0.127641458290928,0.120015286594058,1.06354333613071,0.287535623460097,0.888209015636674
"Gm19665",0.521466021492313,2.33207123685337,2.19309902068157,1.06336796234974,0.287615115689696,NA
"Acpp",1.25448902861062,-1.66853620371799,1.5691600643954,-1.06333078541665,0.287631968900532,0.888209015636674
"Slc25a33",144.547602965125,0.179867742917513,0.169166274100629,1.06326006098897,0.287664031848474,0.888209015636674
"Nup160",171.730433084398,-0.130237751891632,0.122489324234154,-1.06325798355019,0.287664973692641,0.888209015636674
"LOC118567524",1.99084055154332,1.14467611095403,1.07661512672168,1.06321756265825,0.287683299643678,0.888209015636674
"Gm8290",3.05390587459983,-0.782086901786335,0.735681412898223,-1.0630782402199,0.287746471435174,0.888209015636674
"Snora44",3.7854574078745,0.73048823852322,0.68715900236512,1.06305561887273,0.287756729323729,0.888209015636674
"Hdhd2",228.061572598641,0.11457408632648,0.107782666438248,1.06301031615434,0.287777273061058,0.888209015636674
"Epsti1",6.86037618065983,0.68863045936075,0.647875424010888,1.06290566648995,0.287824733051218,0.888209015636674
"Tlcd5",221.284379199394,-0.25266225537941,0.237713927991572,-1.06288368340103,0.287834703340257,0.888209015636674
"Sucla2",332.691111591345,0.11185399199759,0.105239262478462,1.06285419874053,0.287848076284769,0.888209015636674
"Trak1",850.967734386197,-0.124129955613577,0.11680075312801,-1.06274961667015,0.287895513489254,0.888209015636674
"Gm30455",0.63473576757285,-1.94384688699362,1.82919657232129,-1.06267796277731,0.287928017901193,NA
"Mir744",0.52757763871791,-2.22071913418231,2.08977616722722,-1.062658847875,0.28793668942762,NA
"Hpse",10.3456498614239,-0.718879673633411,0.67653877133372,-1.06258459100019,0.28797037792825,0.888209015636674
"Ccdc186",458.832072765808,-0.0881852498519631,0.0829947912349219,-1.06253957073462,0.28799080379946,0.888209015636674
"Sesn3",289.009296606215,-0.167169751916043,0.157336721425785,-1.06249672931501,0.288010242027025,0.888209015636674
"Zgpat",360.77666368937,-0.13730497190987,0.129229654430217,-1.06248811478493,0.288014150762428,0.888209015636674
"Pacs2",902.191524604668,-0.091174948224751,0.0858138964558685,-1.06247300251236,0.288021007853747,0.888209015636674
"Il1rl2",6.57876708692238,0.929463814126936,0.87488732406522,1.06238116447741,0.288062681107631,0.888209015636674
"Clec5a",8.42078276114765,0.846736463579276,0.797068592338777,1.06231317068304,0.288093537203778,0.888209015636674
"St3gal5",159.687731584056,0.110611998667488,0.104129418605527,1.06225502983474,0.288119923726539,0.888209015636674
"Nmd3",71.0944607918919,0.230877951136569,0.217349168428629,1.06224446500416,0.288124718622442,0.888209015636674
"Ube2n",246.817677408711,0.111433478601984,0.104907154239802,1.06221047944227,0.288140143487637,0.888209015636674
"Rgs19",34.4372327026045,0.26666125031662,0.251046736930722,1.06219763529612,0.288145973144096,0.888209015636674
"Cspg4b",1.49606189728847,1.68347317010194,1.58495304142363,1.0621596514871,0.288163213568851,0.888209015636674
"1700124L16Rik",10.9454480966023,-0.491087224420748,0.462365617444289,-1.06211882089161,0.288181746893774,0.888209015636674
"Dnajb14",481.997691995286,-0.0841214023494985,0.0792073141608732,-1.06204083853474,0.288217145925666,0.888209015636674
"Ppp1r11",237.90403783304,0.181758171607454,0.171169795209432,1.06185890673683,0.288299742793626,0.888209015636674
"Cfap299",4.23450239643774,0.669144117984966,0.630221257794161,1.061760627255,0.288344368226127,0.888209015636674
"Ccdc159",56.369354973916,-0.192155071606746,0.180989358481235,-1.06169264988399,0.288375237205951,0.888209015636674
"Nr1d1",2064.56097255251,0.128160708302156,0.120720328705891,1.06163319530377,0.288402237755789,0.888209015636674
"Gdi1",2502.86853052453,0.102139843025294,0.0962109723259313,1.06162364391535,0.288406575557599,0.888209015636674
"Zhx1",297.268891411268,-0.0988327783266056,0.0931122586067009,-1.06143680548087,0.288491437836583,0.888242125392307
"Otud7b",303.570444940561,-0.164608042030424,0.155088433888383,-1.06138180587273,0.288516421942288,0.888242125392307
"Ido2",0.865737574913896,-1.48750961693284,1.40155291040813,-1.06132961937176,0.288540129515272,NA
"Stom",57.0627013093743,-0.457613125437818,0.431414247001112,-1.06072789347784,0.288813579751638,0.88877636525658
"Zfp12",260.486428120645,-0.117942309683911,0.111194372786635,-1.06068595674553,0.288832644121978,0.88877636525658
"Rd3",60.3166773699913,-0.912548994432449,0.860349305781154,-1.06067266899681,0.288838684887869,0.88877636525658
"Catsperg1",22.1548548441972,-0.378148898912078,0.356602330478459,-1.06042183853569,0.288952731320149,0.888841141163621
"Gm34362",13.3087230294263,-0.431527119871986,0.406944315027169,-1.0604082768503,0.288958898348948,0.888841141163621
"Zc3h11a",1087.19678575907,-0.0724066390281796,0.0682970152208939,-1.06017281712815,0.28906598523169,0.889017999184853
"Grb14",93.3133594370792,-0.33635957481578,0.317305506545147,-1.06004959850239,0.289122035614753,0.889037861486395
"Coro1b",353.538344952871,0.0986593967590594,0.0931268221864163,1.05940903429055,0.289413537043291,0.889566609444698
"Abcb1b",10.2677447468219,-0.512921846066205,0.484215776963599,-1.05928363029106,0.289470627778228,0.889566609444698
"Il1rapl1",31.7829164492589,-0.314421959324045,0.296833955056383,-1.05925199583154,0.289485030706164,0.889566609444698
"Pcx",216.476365840865,-0.131374353222331,0.124032372373792,-1.05919406932259,0.28951140545453,0.889566609444698
"Dnajc18",513.758248303033,-0.0712182580086493,0.0672467075552823,-1.05905940376489,0.289572726817428,0.889566609444698
"Ndufa3",103.920138361888,0.167148474078283,0.157841307206402,1.05896534333507,0.289615563400831,0.889566609444698
"Dctd",26.4000907640627,0.327935577199501,0.309693166296661,1.05890478992799,0.289643142622384,0.889566609444698
"St3gal4",72.2734276841484,0.257355639819818,0.243063549923482,1.05879980729663,0.289690961451339,0.889566609444698
"Slc12a2",184.406983261613,-0.26412658748778,0.249524689666942,-1.05851884973919,0.289818961734693,0.889701350241278
"Ltbp3",716.404953710525,-0.0873630923963696,0.0825559202299129,-1.05822928450278,0.289950923394986,0.889701350241278
"Kif27",4.90183482742897,-0.672905155126746,0.635881802437812,-1.05822363927855,0.289953496457796,0.889701350241278
"Cdca8",3.10500807932616,0.833049681472456,0.787262366728914,1.05816017210855,0.289982425510008,0.889701350241278
"H2-Q4",27.3527561312238,0.494748677951883,0.467580269697418,1.05810426575964,0.290007909864153,0.889701350241278
"Pla2g3",22.7667837759085,-0.337188025837143,0.318688155535878,-1.05805007177049,0.290032615095109,0.889701350241278
"Crx",275.25966303931,-0.958835680133142,0.906417191092442,-1.05783042241015,0.29013276041426,0.889750092653287
"Dmrta2os",0.526109870020551,-1.86215754755713,1.7605509206738,-1.05771297250774,0.290186319210503,NA
"Gm41774",0.806333687595858,-1.50344424086366,1.42144273794262,-1.05768892459202,0.290197286216688,NA
"Ifitm10",8.97545447928561,-0.554444889747898,0.524232503267243,-1.05763165445172,0.290223405278348,0.889750092653287
"Myo3b",5.34872220435162,-1.1187378022351,1.05790191027683,-1.05750617459642,0.290280638119122,0.889750092653287
"Kdm6a",453.327121122015,-0.105511656429274,0.0997865798130362,-1.05737321217908,0.290341292132553,0.889750092653287
"Gm41349",16.6822052550331,-0.347436511098807,0.328606869245427,-1.05730142494166,0.290374043157351,0.889750092653287
"Gm39716",2.21336867402984,-1.0424639117764,0.986199504218335,-1.05705174999319,0.290487970094973,0.889750092653287
"Papola",891.586011954229,-0.0921958635616746,0.0872316487890285,-1.05690841387914,0.290553388099606,0.889750092653287
"Tbc1d14",170.761479597932,-0.138271184459818,0.130848563759332,-1.05672680300976,0.290636288777268,0.889750092653287
"Atg3",190.627295542254,0.12296160569993,0.116362080815847,1.05671542514376,0.290641483009274,0.889750092653287
"Aqp1",23.0202379421434,-0.819256827590523,0.77529136752862,-1.05670830593929,0.290644733105654,0.889750092653287
"Zfyve21",43.5951427164519,0.229907022153755,0.217603027276052,1.05654330747014,0.290720065918071,0.889750092653287
"Clock",889.462523384316,-0.0937168139952368,0.0887411642830545,-1.0560692408352,0.290936582052351,0.889750092653287
"Lgi3",54.1293343332513,-0.29488211868138,0.279231896299566,-1.05604740213856,0.290946558853666,0.889750092653287
"Homer1",374.225929180502,-0.162948602565766,0.154304271876936,-1.05602133099545,0.290958469509292,0.889750092653287
"Gfap",11.0171403180278,0.89410358019984,0.846759202079661,1.05591244595146,0.291008217411502,0.889750092653287
"Nox4",0.713739099991185,-1.93499191021584,1.83255875204998,-1.05589624782904,0.291015618573302,NA
"Card10",28.3519358972919,-0.484331317789548,0.458701691967827,-1.05587427792509,0.291025657149764,0.889750092653287
"Tnfrsf21",63.8142991152522,0.304778220930179,0.288660702328298,1.05583551370824,0.291043370018843,0.889750092653287
"Tm2d2",194.276146780091,0.122335254183741,0.115877430617577,1.05572977871313,0.291091688110886,0.889750092653287
"Syp",4383.71028050121,0.0817659748884752,0.0774524951460916,1.05569194038549,0.291108980534869,0.889750092653287
"LOC118567674",1.20279968233414,-1.44365836041738,1.36774229287708,-1.05550465751894,0.291194580501426,0.889750092653287
"Clmp",169.552041356289,0.281280126489259,0.266501248228771,1.05545519339482,0.291217191520393,0.889750092653287
"Gm35253",17.8946182111293,0.456739127103948,0.432790240550816,1.05533601340606,0.291271675873886,0.889750092653287
"Zfp729b",39.7919116701163,-0.220236780813252,0.208727630180525,-1.05513956452613,0.291361499451368,0.889750092653287
