ensembl_id	baseMean_MN	log2FoldChange_MN	lfcSE_MN	stat_MN	pvalue_MN	padj_MN	baseMean_RGC	log2FoldChange_RGC	lfcSE_RGC	stat_RGC	pvalue_RGC	padj_RGC	symbol
ENSMUSG00000039037	35.8244082210226	0.501461828100375	1.4660943136443	0.342039269529586	0.73232133974453	0.879783905121939	18.8382856680674	-0.915549246631549	0.549126431968834	-1.66728314888967	0.0954581157670275	0.795967141335078	St6galnac5
ENSMUSG00000039041	51.5575373564986	-1.10912699548239	0.677369826040276	-1.63740242456038	0.101546411955746	0.301121939609602	136.837145728485	0.180463284809117	0.136247893563907	1.3245216501235	0.185329857634602	0.889013551132659	Adrm1
ENSMUSG00000039043	121.498522193496	0.658752212071928	0.936412479831647	0.703485084041556	0.48175349909022	0.722962202274169	77.0625898440383	-0.0580227256198086	0.219783206065169	-0.26399981444717	0.791780061730539	0.994399993724511	2610034B18Rik
ENSMUSG00000039046	254.497628570656	-1.19663366768484	0.76345272494152	-1.56739720560497	0.117021876734902	0.327982113028237	203.074888180871	-0.117984544365743	0.190557850388061	-0.619153417849088	0.535815295702551	0.974689847149945	Usp6nl
ENSMUSG00000039047	399.484856049525	0.139035832194371	0.553849513754284	0.251035396333407	0.801786742898944	0.91666961949342	369.807088769968	-0.0313641220872558	0.117934801709591	-0.265944586607171	0.790281885988307	0.994399993724511	Pigk
ENSMUSG00000039048	131.152550764609	1.60547526658898	0.981008127064756	1.63655654045668	0.101723162633856	0.301289006922612	228.118180922075	0.0834161840662021	0.111540607192095	0.747854850050643	0.454547713514865	0.963227128892586	Foxred1
ENSMUSG00000039050	371.26495183851	-0.68479346923172	0.533237116937774	-1.28421943536919	0.199065186681783	0.451628172559106	407.082838109981	0.117110732832851	0.101175109334387	1.15750537462526	0.247065944720589	0.907055815893543	Osbpl2
ENSMUSG00000039055	2.18897733366035	-1.910906647959	2.99863623902575	-0.63725857211005	NA	NA	1.37642697186959	-0.680376956555477	1.23524073643501	-0.55080514792533	0.581767254826376	NA	Eme1
ENSMUSG00000039057	55.3911853202173	0.813165099136457	1.25457495320899	0.648159838562468	0.516881574657725	0.74837787878716	357.413968366514	0.226543223985908	0.195128527489505	1.1609948934714	0.245643976126442	0.907055815893543	Myo16
ENSMUSG00000039058	255.895438619499	-0.975947500135636	0.685194086110329	-1.42433730809885	0.15434885257324	0.388015144074552	139.427516250782	-0.598753872629032	0.337722599191103	-1.77291621603985	0.0762425911891279	0.766905504903221	Ak5
