"test_ligand","auroc","aupr","aupr_corrected","pearson"
"Crisp2",0.725917025822625,0.0258669548352916,0.0188366026416866,0.080981835829783
"Crisp3",0.687987675235754,0.0208491265220879,0.0138187743284828,0.0638745623449563
"Crlf1",0.748801104437113,0.0241341643720081,0.017103812178403,0.082080080280636
"Crp",0.746168967359159,0.0301736272503107,0.0231432750567056,0.0615484050953158
"Crtam",0.69597180255244,0.0160797658117388,0.00904941361813369,0.0481506991430449
"Csf1",0.79014156328396,0.0464346115259331,0.039404259332328,0.118592299271015
"Csf2",0.76730985247993,0.0243195907973324,0.0172892386037273,0.0742140783176099
"Csf3",0.766025531926025,0.0297976436495721,0.022767291455967,0.0802826697628785
"Ctf1",0.715440845321209,0.0237241257620883,0.0166937735684832,0.078992047362516
"Cthrc1",0.674957254774643,0.0164142887756315,0.00938393658202638,0.0590376232968875
