"test_ligand","auroc","aupr","aupr_corrected","pearson"
"Col16a1",0.661837227177241,0.00793562121143164,0.00374444971139784,0.0282246951694484
"Col17a1",0.658979527483171,0.00777079055843609,0.0035796190584023,0.027101579125857
"Col18a1",0.706180843119957,0.00884718055571573,0.00465600905568193,0.0402794621522288
"Col19a1",0.669253012628604,0.00873875252085638,0.00454758102082258,0.0398338162213197
"Col1a1",0.66693948027094,0.00788677437462997,0.00369560287459617,0.0284731335591036
"Col1a2",0.655160501991591,0.00729513613792076,0.00310396463788696,0.0319180822741979
"Col20a1",0.673589927758216,0.00765128023531321,0.00346010873527941,0.0355288313929371
"Col22a1",0.61213186586982,0.005893071887827,0.0017019003877932,0.0225325398984077
"Col24a1",0.643662914065377,0.00712163452361649,0.00293046302358269,0.0312776140724056
"Col26a1",0.564977631109263,0.00452467873840082,0.00033350723836702,0.00553138576029748
"Col27a1",0.662601470237197,0.0080431671643264,0.0038519956642926,0.0368065675901616
"Col28a1",0.662765705851822,0.00766193522615888,0.00347076372612508,0.0350786531136824
"Col2a1",0.658051048808627,0.00759650611146346,0.00340533461142966,0.0265316094277002
"Col3a1",0.641498288664921,0.00737951674024401,0.00318834524021021,0.0309288034997307
"Col4a1",0.654697357558447,0.00744143276657712,0.00325026126654332,0.0268035452890106
"Col4a2",0.652549155719422,0.00754071055720996,0.00334953905717616,0.0309199229570668
"Col4a3",0.658912738333242,0.00781285538533603,0.00362168388530223,0.0357299017674249
"Col4a4",0.659925524623254,0.00778437945705299,0.00359320795701919,0.0302189322412784
"Col4a5",0.660800352997065,0.00752069087531237,0.00332951937527857,0.0337937412678491
"Col4a6",0.669838786320712,0.00804521333481321,0.00385404183477941,0.0362601674335909
"Col5a1",0.66472229947378,0.00890972969019293,0.00471855819015913,0.03588607771616
"Col5a2",0.665839101653091,0.00877828898697597,0.00458711748694217,0.0411764493772583
"Col5a3",0.664196745507011,0.00750679318276447,0.00331562168273067,0.0338453916778019
"Col6a1",0.649418824905129,0.00708221336310322,0.00289104186306942,0.0247720487402988
"Col6a2",0.663256222887417,0.00834597430357598,0.00415480280354219,0.0384397411641771
"Col6a3",0.622434913425921,0.00662612500731088,0.00243495350727708,0.0278690296842847
"Col6a5",0.656898114794146,0.00807647170090995,0.00388530020087615,0.036162668462887
"Col6a6",0.659304714000091,0.00834987798931537,0.00415870648928157,0.0377786274087738
"Col7a1",0.645049062652555,0.00693923716803062,0.00274806566799682,0.0304735501864799
"Col8a1",0.639180376690808,0.00675939490013674,0.00256822340010294,0.0267585267233851
"Col8a2",0.655399191084828,0.00760066061192958,0.00340948911189578,0.0296501408604988
"Col9a1",0.659908006157717,0.00944626052514082,0.00525508902510702,0.0413432491545428
"Col9a2",0.656560884332139,0.00744156628329888,0.00325039478326508,0.0284231693748994
"Col9a3",0.661750729753586,0.00861499564018343,0.00442382414014963,0.0363479492352721
"Colq",0.634986893997959,0.00654414137515313,0.00235296987511933,0.0267065842754371
"Comp",0.661940148162412,0.00811360710841606,0.00392243560838226,0.0339028066377701
"Copa",0.651508996826925,0.00775088091977786,0.00355970941974406,0.0239699126989479
"Corin",0.660168593332897,0.00803042136716404,0.00383924986713024,0.0370836298622062
"Cort",0.662518257525815,0.00857177311809616,0.00438060161806236,0.0323269469565677
"Cp",0.670019445496744,0.00820225307413061,0.00401108157409681,0.034324777413141
"Crb3",0.635235437228056,0.00654565423813869,0.00235448273810489,0.0278108392115958
"Crh",0.679175033558768,0.00732575410469011,0.00313458260465631,0.0195274240263069
"Crhr2",0.668263219324601,0.0072514888966249,0.0030603173965911,0.0282126624011696
"Crisp1",0.635824495632413,0.00680287297935396,0.00261170147932016,0.0282502280435838
"Crisp2",0.665808444338375,0.00783587318643479,0.003644701686401,0.0365175237185668
"Crisp3",0.635824495632413,0.00680287297935396,0.00261170147932016,0.0282502280435838
"Crlf1",0.684848826591278,0.00713902502396363,0.00294785352392983,0.0361791018936924
"Crp",0.701072020601665,0.00979046630484302,0.00559929480480922,0.0189752207380709
"Crtam",0.647259674025146,0.00733014281209043,0.00313897131205663,0.0271659490313095
"Csf1",0.738092917941273,0.035097724216571,0.0309065527165372,0.0812486299647528
"Csf2",0.708865547966642,0.0100628209276316,0.00587164942759776,0.0339405533183685
